# t	yaw	pitch	roll	yaw_velocity	pitch_velocity	roll_velocity	wheel_velocity	X	Y	T	V	drive_imp	wheel_imp
2.64	0.0380426	0.068982	0.0392219	0.0603287	0.0557947	-0.0116989	-0.0124312	0.118851	-0.0184445	13.4786	344.301	-0.2	0
2.65	0.0383796	0.0697044	0.0395684	0.0340167	0.0719645	-0.0166431	-0.0457361	0.119077	-0.0183962	14.2417	344.283	-0.2	0.15
2.66	0.0382984	0.0695193	0.0408276	-0.00942081	-0.0184408	-0.0552192	0.176172	0.118153	-0.0190866	15.0365	344.294	0	0.15
2.67	0.0386006	0.0684537	0.0417275	0.0270916	-0.106794	-0.0359747	0.363313	0.116104	-0.0193664	15.0116	344.338	0	0.15
2.68	0.0385111	0.0665244	0.0424303	-0.0147323	-0.192838	-0.0231859	0.611358	0.112988	-0.0193338	15.0256	344.361	0	0
2.69	0.0388003	0.0648036	0.042911	0.0227801	-0.172351	-0.0129108	0.611601	0.110101	-0.0191888	14.944	344.36	0	0
2.7	0.0387253	0.0633328	0.0433863	-0.0129483	-0.147008	-0.0141383	0.517621	0.107512	-0.0189351	14.8616	344.359	0	0
2.71	0.0389169	0.0620945	0.0438443	0.0140235	-0.124025	-0.0139906	0.467057	0.105178	-0.0187015	14.779	344.373	0	0
2.72	0.0387465	0.0610627	0.0443204	-0.0218031	-0.102993	-0.01564	0.416905	0.103095	-0.0184402	14.7078	344.342	0	0
2.73	0.0388342	0.0602118	0.0447821	0.00429156	-0.0851805	-0.0156645	0.376235	0.101216	-0.0181973	14.6392	344.285	0	0
2.74	0.0386769	0.0597337	0.0452615	-0.0192669	-0.0476274	-0.0176999	0.286116	0.0997868	-0.017948	14.5589	344.239	0	0
2.75	0.0387226	0.0594785	0.0457294	0.00156853	-0.0255434	-0.0180276	0.2341	0.098618	-0.0177033	14.4966	344.164	0	0.15
2.76	0.0382958	0.058542	0.0464718	-0.0480642	-0.093076	-0.0281917	0.401902	0.0966083	-0.0176282	14.4612	344.12	0	0.15
2.77	0.0381455	0.0569621	0.0473375	-0.0229806	-0.15778	-0.0314742	0.558366	0.0937763	-0.017759	14.4484	344.134	0.2	0
2.78	0.0383783	0.0555297	0.0478723	0.016109	-0.14359	-0.0173733	0.479306	0.0911025	-0.0173662	13.5608	344.089	0.2	0
2.79	0.0383222	0.0545074	0.0482087	-0.0127166	-0.102156	-0.00853303	0.461719	0.0889636	-0.0165857	12.7015	344.008	0	0
2.8	0.0384413	0.0536324	0.0487621	0.00796768	-0.0876736	-0.021701	0.249717	0.0869555	-0.01633	12.632	343.917	0	0
2.81	0.0382484	0.0532119	0.0495121	-0.0238883	-0.0416979	-0.0303259	0.280735	0.0855542	-0.0162751	12.5609	343.831	0	0.15
2.82	0.0380554	0.051783	0.0505502	-0.0285008	-0.142586	-0.0397652	0.531243	0.0828385	-0.0164489	12.5714	343.763	0.2	0.15
2.83	0.0382607	0.0495975	0.0510339	0.00731024	-0.218911	-0.0112801	0.727988	0.0792359	-0.0159931	11.839	343.705	0.2	0
2.84	0.038148	0.0476224	0.0514852	-0.0250327	-0.197329	-0.00970972	0.738927	0.0758468	-0.0156132	11.0381	343.651	0.2	0
2.85	0.0382417	0.045697	0.0519843	-0.00341201	-0.192745	-0.0129307	0.669809	0.0725078	-0.0153585	10.2751	343.592	0.2	0
2.86	0.0386419	0.0438591	0.0521892	0.0274781	-0.184605	0.000264929	0.643396	0.0692516	-0.0148558	9.53841	343.621	0.2	0
2.87	0.0384556	0.0421921	0.0524991	-0.0326332	-0.16635	-0.00358108	0.710272	0.0662249	-0.0145125	8.83081	343.608	0.2	0
2.88	0.0385679	0.040464	0.0526182	0.000223368	-0.173045	0.00274517	0.551571	0.0631136	-0.0138895	8.16058	343.572	0.2	0
2.89	0.0381487	0.0389786	0.0527066	-0.0557845	-0.147718	0.00627458	0.69225	0.0603014	-0.013311	7.5152	343.523	0.2	-0.15
2.9	0.0380903	0.0385939	0.0526262	-0.0121728	-0.0383465	0.00848083	0.315236	0.0588385	-0.0124698	6.82377	343.469	0	-0.15
2.91	0.0383656	0.0393618	0.0531056	0.0274884	0.0762505	-0.0220469	0.00332769	0.0587746	-0.012504	6.776	343.518	0	0.15
2.92	0.0380688	0.0390632	0.0539003	-0.0350789	-0.0292501	-0.0326909	0.261225	0.0574021	-0.0130735	6.83311	343.681	0	0.15
2.93	0.0383117	0.0376772	0.054739	0.013649	-0.139136	-0.0311449	0.492405	0.0546667	-0.0137885	6.94413	343.908	0.2	0
2.94	0.0380111	0.0363784	0.0549282	-0.0429078	-0.129216	-4.60604e-05	0.578794	0.052058	-0.0137717	6.35291	344.131	0.2	0
2.95	0.0381388	0.035102	0.0551211	-0.000597894	-0.127918	9.92678e-05	0.596574	0.0494607	-0.0136136	5.75115	344.302	0.2	0
2.96	0.0385818	0.0337428	0.0554028	0.0320233	-0.136907	-0.00476872	0.541632	0.0467439	-0.0134493	5.18011	344.399	0.2	0
2.97	0.0384589	0.0324275	0.0553296	-0.0247545	-0.131253	0.0115326	0.547568	0.0440951	-0.0127352	4.65841	344.371	0.2	-0.15
2.98	0.0387366	0.0322707	0.0550952	0.0213369	-0.0163014	0.0150604	0.283005	0.0428613	-0.0118079	4.12866	344.313	0	-0.15
2.99	0.0384505	0.0332185	0.0554964	-0.0279939	0.0954492	-0.0187972	-0.0252435	0.0430018	-0.0115507	4.1215	344.197	0	0.15
3	0.0387569	0.0330621	0.0563071	0.0248481	-0.0163618	-0.0335341	0.25049	0.0417617	-0.0118417	4.0987	344.129	0	0.15
3.01	0.0385846	0.0317996	0.0572909	-0.0289618	-0.12584	-0.0379552	0.488432	0.0391646	-0.0122421	4.16341	344.028	0.2	0.15
3.02	0.0388684	0.0295134	0.0576924	0.00903106	-0.229353	-0.00678954	0.777951	0.0352977	-0.011923	3.84234	343.918	0.2	0
3.03	0.0385362	0.0271631	0.0579832	-0.0530187	-0.234214	-0.00156711	0.786417	0.0313676	-0.0117545	3.40532	343.899	0.2	-0.15
3.04	0.03858	0.0258097	0.0580726	-0.00941145	-0.135459	0.00404479	0.542522	0.0286564	-0.0114638	2.92875	343.986	0.2	0
3.05	0.0389849	0.024393	0.0580027	0.0241313	-0.142651	0.0128277	0.641953	0.02586	-0.0110593	2.62435	344.139	0.2	-0.15
3.06	0.0387683	0.0240183	0.0576169	-0.0297914	-0.0369188	0.0226311	0.321837	0.0243753	-0.010174	2.16124	344.184	0.2	-0.15
3.07	0.0389357	0.0247672	0.0571732	0.0148	0.0744914	0.0215112	0.0763651	0.0242662	-0.00918752	1.82954	344.193	0	0
3.08	0.0386792	0.0254447	0.0574708	-0.0265501	0.0683992	-0.0131484	0.0379951	0.0240795	-0.00904071	1.82261	344.14	0	0.15
3.09	0.0390143	0.0250061	0.0582152	0.0256189	-0.0447116	-0.0294775	0.314061	0.0224979	-0.00937761	1.83953	344.106	0.2	0.15
3.1	0.0388593	0.0233904	0.0584656	-0.0310074	-0.161187	-0.00248689	0.603584	0.0194842	-0.00922806	1.64164	344.124	0.2	0
3.11	0.0389689	0.0217696	0.0586723	-0.00405595	-0.162353	-0.000845147	0.578534	0.0164747	-0.00877196	1.39518	344.063	0.2	0
3.12	0.0394183	0.0202768	0.0586327	0.0271252	-0.150475	0.0121443	0.682587	0.0136028	-0.00813481	1.18687	343.955	0.2	-0.15
3.13	0.0392133	0.0197772	0.0585247	-0.0295679	-0.0494224	0.0102148	0.349241	0.0119918	-0.00734164	0.912421	343.828	0.2	0
3.14	0.039545	0.0192383	0.0587028	0.0226405	-0.0547586	-0.00209589	0.404735	0.0103215	-0.00718043	0.697153	343.791	0.2	0
3.15	0.0393851	0.0185731	0.058651	-0.0246792	-0.0661048	0.00734659	0.333194	0.00852428	-0.00661287	0.555543	343.72	0.2	0
3.16	0.0395894	0.0180228	0.0586438	0.00856945	-0.0555764	0.00716415	0.454943	0.00685392	-0.00618149	0.434532	343.632	0.2	0
3.17	0.0393531	0.0171846	0.0586418	-0.0327498	-0.0831962	0.00536824	0.350597	0.00486607	-0.00588765	0.316305	343.636	0.2	0
3.18	0.039539	0.0162755	0.0584676	0.00671777	-0.0914021	0.0148298	0.456668	0.00277984	-0.00558247	0.281366	343.753	0.2	-0.15
3.19	0.0390644	0.0164248	0.0580818	-0.0516865	0.0161607	0.0202106	0.164455	0.00203508	-0.00485843	0.149366	343.781	0	-0.15
3.2	0.039011	0.0176208	0.0583451	-0.00238457	0.119763	-0.0137948	-0.114581	0.00257016	-0.00492097	0.153867	343.814	0	0.15
3.21	0.0397096	0.0175978	0.0589704	0.0648812	-0.00412153	-0.025871	0.191303	0.00158213	-0.00548248	0.166124	343.89	0.2	0.15
3.22	0.0399075	0.0164531	0.0590169	0.00710812	-0.115001	0.00507062	0.480102	-0.000764329	-0.0051958	0.175648	343.88	0.2	0
3.23	0.0394565	0.0152179	0.059135	-0.0585086	-0.122335	0.00215221	0.508212	-0.0031904	-0.00511199	0.173773	343.878	0.2	0
3.24	0.0394151	0.0139547	0.0590028	-0.0172945	-0.126211	0.0135048	0.496568	-0.00564875	-0.00454632	0.204249	343.82	0.2	-0.15
