# RNG_SEED = 1296062363
# FITNESS = 99.9998
# 
# INPUT_SIZE     = 2
# HIDDEN_SIZE    = 5
# OUTPUT_SIZE    = 1
# ELITISM        = 0.2
# CROSSOVER_PROB = 0.4
# MUTATION_PROB  = 0.9
# MUTATION_RATE  = 0.0666667
# MUTATION_SIZE  = 5
# NUM_RUNS       = 3
# BANG_SIZE      = 1
# MAX_EVAL_TIME  = 100
# SCORE_ANG      = 0.1309
# 
# digraph brain {
#   splines=false; nodesep=1; ranksep="1.5 equally"; rankdir=LR;
#   I0 -> H0 [headlabel=0.49,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H1 [headlabel=-8.48,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H2 [headlabel=14.5,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H3 [headlabel=-17,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H4 [headlabel=-6.27,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I1 -> H0 [headlabel=-2.28,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H1 [headlabel=6.88,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H2 [headlabel=8.37,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H3 [headlabel=-2.53,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H4 [headlabel=0.911,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   H0 -> O0 [headlabel=-5.04,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   H1 -> O0 [headlabel=-3.45,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   H2 -> O0 [headlabel=-14.5,color="#2ca02c",fontcolor="#2ca02c",fontsize=10,labeldistance=3];
#   H3 -> O0 [headlabel=-0.992,color="#d62728",fontcolor="#d62728",fontsize=10,labeldistance=3];
#   H4 -> O0 [headlabel=6.63,color="#9467bd",fontcolor="#9467bd",fontsize=10,labeldistance=3];
#   { rank=same; I0 I1 }
#   { rank=same; H0 H1 H2 H3 H4 }
#   { rank=same; O0 }
# }
# t	theta	thetadot	torque	fitness
75.8	0.000998	0.00158	0	75.8
75.8	0.00101	0.00167	0	75.8
75.8	0.00103	0.00177	0	75.8
75.8	0.00105	0.00188	0	75.8
75.8	0.00107	0.00198	0	75.8
75.8	0.00109	0.00209	0	75.8
75.8	0.00111	0.00219	0	75.8
75.8	0.00113	0.0023	0	75.8
75.9	0.00116	0.00242	0	75.8
75.9	0.00118	0.00253	0	75.8
75.9	0.00121	0.00265	0	75.9
75.9	0.00123	0.00277	0	75.9
75.9	0.00126	0.00289	0	75.9
75.9	0.00129	0.00302	0	75.9
75.9	0.00132	0.00314	0	75.9
75.9	0.00136	0.00328	0	75.9
75.9	0.00139	0.00341	0	75.9
75.9	0.00142	0.00355	0	75.9
76	0.00146	0.00369	0	75.9
76	0.0015	0.00384	0	75.9
76	0.00154	0.00398	0	76
76	0.00158	0.00414	0	76
76	0.00162	0.00429	0	76
76	0.00166	0.00445	0	76
76	0.00171	0.00462	0	76
76	0.00176	0.00479	0	76
76	0.0018	0.00496	0	76
76	0.0018	-0.00486	-1	76
76.1	0.00176	-0.00468	0	76
76.1	0.00171	-0.00451	0	76
76.1	0.00167	-0.00435	0	76.1
76.1	0.00162	-0.00419	0	76.1
76.1	0.00158	-0.00403	0	76.1
76.1	0.00154	-0.00388	0	76.1
76.1	0.00151	-0.00373	0	76.1
76.1	0.00147	-0.00358	0	76.1
76.1	0.00143	-0.00344	0	76.1
76.1	0.0014	-0.0033	0	76.1
76.2	0.00137	-0.00316	0	76.1
76.2	0.00134	-0.00303	0	76.1
76.2	0.00131	-0.0029	0	76.2
76.2	0.00128	-0.00277	0	76.2
76.2	0.00125	-0.00265	0	76.2
76.2	0.00123	-0.00253	0	76.2
76.2	0.0012	-0.00241	0	76.2
76.2	0.00118	-0.00229	0	76.2
76.2	0.00116	-0.00218	0	76.2
76.2	0.00113	-0.00207	0	76.2
76.3	0.00111	-0.00196	0	76.2
76.3	0.0011	-0.00185	0	76.2
76.3	0.00108	-0.00174	0	76.3
76.3	0.00106	-0.00164	0	76.3
76.3	0.00104	-0.00153	0	76.3
76.3	0.00103	-0.00143	0	76.3
76.3	0.00102	-0.00133	0	76.3
76.3	0.001	-0.00123	0	76.3
76.3	0.000991	-0.00113	0	76.3
76.3	0.00098	-0.00104	0	76.3
76.4	0.000971	-0.000941	0	76.3
76.4	0.000962	-0.000846	0	76.3
76.4	0.000954	-0.000752	0	76.4
76.4	0.000947	-0.000659	0	76.4
76.4	0.00094	-0.000566	0	76.4
76.4	0.000935	-0.000474	0	76.4
76.4	0.000931	-0.000383	0	76.4
76.4	0.000928	-0.000292	0	76.4
76.4	0.000925	-0.000201	0	76.4
76.4	0.000924	-0.00011	0	76.4
76.5	0.000923	-1.95e-05	0	76.4
76.5	0.000923	7.1e-05	0	76.4
76.5	0.000924	0.000162	0	76.5
76.5	0.000926	0.000252	0	76.5
76.5	0.000929	0.000343	0	76.5
76.5	0.000933	0.000435	0	76.5
76.5	0.000938	0.000527	0	76.5
76.5	0.000944	0.000619	0	76.5
76.5	0.000951	0.000712	0	76.5
76.5	0.000958	0.000805	0	76.5
76.6	0.000967	0.0009	0	76.5
76.6	0.000976	0.000995	0	76.5
76.6	0.000987	0.00109	0	76.6
76.6	0.000998	0.00119	0	76.6
76.6	0.00101	0.00129	0	76.6
76.6	0.00102	0.00139	0	76.6
76.6	0.00104	0.00149	0	76.6
76.6	0.00105	0.00159	0	76.6
76.6	0.00107	0.00169	0	76.6
76.6	0.00109	0.0018	0	76.6
76.7	0.00111	0.00191	0	76.6
76.7	0.00113	0.00202	0	76.6
76.7	0.00115	0.00213	0	76.7
76.7	0.00117	0.00224	0	76.7
76.7	0.00119	0.00236	0	76.7
76.7	0.00122	0.00248	0	76.7
76.7	0.00124	0.0026	0	76.7
76.7	0.00127	0.00272	0	76.7
76.7	0.0013	0.00285	0	76.7
76.7	0.00132	0.00297	0	76.7
76.8	0.00135	0.00311	0	76.7
76.8	0.00139	0.00324	0	76.7
76.8	0.00142	0.00338	0	76.8
76.8	0.00145	0.00352	0	76.8
76.8	0.00149	0.00366	0	76.8
76.8	0.00153	0.00381	0	76.8
76.8	0.00157	0.00396	0	76.8
76.8	0.00161	0.00412	0	76.8
76.8	0.00165	0.00428	0	76.8
76.8	0.00169	0.00444	0	76.8
76.9	0.00174	0.00461	0	76.8
76.9	0.00178	0.00478	0	76.8
76.9	0.00183	0.00496	0	76.9
76.9	0.00183	-0.00486	-1	76.9
76.9	0.00179	-0.00468	0	76.9
76.9	0.00174	-0.00451	0	76.9
76.9	0.0017	-0.00434	0	76.9
76.9	0.00165	-0.00418	0	76.9
76.9	0.00161	-0.00402	0	76.9
76.9	0.00157	-0.00386	0	76.9
77	0.00153	-0.00371	0	76.9
77	0.0015	-0.00356	0	76.9
77	0.00146	-0.00341	0	77
77	0.00143	-0.00327	0	77
77	0.0014	-0.00313	0	77
77	0.00137	-0.003	0	77
77	0.00134	-0.00287	0	77
77	0.00131	-0.00274	0	77
77	0.00128	-0.00261	0	77
77	0.00126	-0.00248	0	77
77.1	0.00123	-0.00236	0	77
77.1	0.00121	-0.00224	0	77
77.1	0.00119	-0.00212	0	77.1
77.1	0.00117	-0.00201	0	77.1
77.1	0.00115	-0.00189	0	77.1
77.1	0.00113	-0.00178	0	77.1
77.1	0.00111	-0.00167	0	77.1
77.1	0.0011	-0.00156	0	77.1
77.1	0.00108	-0.00146	0	77.1
77.1	0.00107	-0.00135	0	77.1
77.2	0.00105	-0.00125	0	77.1
77.2	0.00104	-0.00115	0	77.1
77.2	0.00103	-0.00104	0	77.2
77.2	0.00102	-0.000943	0	77.2
77.2	0.00101	-0.000843	0	77.2
77.2	0.001	-0.000744	0	77.2
77.2	0.000998	-0.000646	0	77.2
77.2	0.000992	-0.000548	0	77.2
77.2	0.000987	-0.000451	0	77.2
77.2	0.000983	-0.000355	0	77.2
77.3	0.00098	-0.000258	0	77.2
77.3	0.000978	-0.000162	0	77.2
77.3	0.000977	-6.66e-05	0	77.3
77.3	0.000976	2.92e-05	0	77.3
77.3	0.000977	0.000125	0	77.3
77.3	0.000979	0.000221	0	77.3
77.3	0.000982	0.000317	0	77.3
77.3	0.000985	0.000414	0	77.3
77.3	0.00099	0.00051	0	77.3
77.3	0.000995	0.000608	0	77.3
77.4	0.001	0.000706	0	77.3
77.4	0.00101	0.000804	0	77.3
77.4	0.00102	0.000904	0	77.4
77.4	0.00103	0.001	0	77.4
77.4	0.00104	0.00111	0	77.4
77.4	0.00105	0.00121	0	77.4
77.4	0.00106	0.00131	0	77.4
77.4	0.00108	0.00142	0	77.4
77.4	0.00109	0.00152	0	77.4
77.4	0.00111	0.00163	0	77.4
77.5	0.00112	0.00174	0	77.4
77.5	0.00114	0.00185	0	77.4
77.5	0.00116	0.00196	0	77.5
77.5	0.00118	0.00208	0	77.5
77.5	0.0012	0.0022	0	77.5
77.5	0.00122	0.00231	0	77.5
77.5	0.00125	0.00244	0	77.5
77.5	0.00127	0.00256	0	77.5
77.5	0.0013	0.00269	0	77.5
77.5	0.00133	0.00281	0	77.5
77.6	0.00136	0.00295	0	77.5
77.6	0.00139	0.00308	0	77.5
77.6	0.00142	0.00322	0	77.6
77.6	0.00145	0.00336	0	77.6
77.6	0.00148	0.0035	0	77.6
77.6	0.00152	0.00365	0	77.6
77.6	0.00156	0.0038	0	77.6
77.6	0.0016	0.00396	0	77.6
77.6	0.00164	0.00411	0	77.6
77.6	0.00168	0.00428	0	77.6
77.7	0.00172	0.00444	0	77.6
77.7	0.00177	0.00461	0	77.6
77.7	0.00181	0.00479	0	77.7
77.7	0.00181	-0.00503	-1	77.7
77.7	0.00176	-0.00486	0	77.7
77.7	0.00172	-0.00468	0	77.7
77.7	0.00167	-0.00452	0	77.7
77.7	0.00163	-0.00436	0	77.7
77.7	0.00158	-0.0042	0	77.7
77.7	0.00154	-0.00405	0	77.7
77.8	0.0015	-0.0039	0	77.7
77.8	0.00146	-0.00375	0	77.7
77.8	0.00143	-0.00361	0	77.8
77.8	0.00139	-0.00347	0	77.8
77.8	0.00136	-0.00334	0	77.8
77.8	0.00132	-0.00321	0	77.8
77.8	0.00129	-0.00308	0	77.8
77.8	0.00126	-0.00295	0	77.8
77.8	0.00123	-0.00283	0	77.8
77.8	0.00121	-0.00271	0	77.8
77.9	0.00118	-0.00259	0	77.8
77.9	0.00115	-0.00248	0	77.8
77.9	0.00113	-0.00237	0	77.9
77.9	0.00111	-0.00226	0	77.9
77.9	0.00109	-0.00215	0	77.9
77.9	0.00106	-0.00204	0	77.9
77.9	0.00104	-0.00194	0	77.9
77.9	0.00103	-0.00184	0	77.9
77.9	0.00101	-0.00174	0	77.9
77.9	0.000991	-0.00164	0	77.9
78	0.000975	-0.00154	0	77.9
78	0.00096	-0.00145	0	77.9
78	0.000946	-0.00136	0	78
78	0.000933	-0.00126	0	78
78	0.000921	-0.00117	0	78
78	0.00091	-0.00108	0	78
78	0.000899	-0.000994	0	78
78	0.00089	-0.000906	0	78
78	0.000881	-0.000819	0	78
78	0.000873	-0.000733	0	78
78.1	0.000866	-0.000648	0	78
78.1	0.00086	-0.000563	0	78
78.1	0.000855	-0.000479	0	78.1
78.1	0.000851	-0.000395	0	78.1
78.1	0.000847	-0.000312	0	78.1
78.1	0.000844	-0.000229	0	78.1
78.1	0.000843	-0.000146	0	78.1
78.1	0.000842	-6.38e-05	0	78.1
78.1	0.000841	1.88e-05	0	78.1
78.1	0.000842	0.000101	0	78.1
78.2	0.000843	0.000184	0	78.1
78.2	0.000846	0.000267	0	78.1
78.2	0.000849	0.00035	0	78.2
78.2	0.000853	0.000433	0	78.2
78.2	0.000857	0.000517	0	78.2
78.2	0.000863	0.000602	0	78.2
78.2	0.000869	0.000687	0	78.2
78.2	0.000877	0.000772	0	78.2
78.2	0.000885	0.000859	0	78.2
78.2	0.000894	0.000946	0	78.2
78.3	0.000904	0.00103	0	78.2
78.3	0.000915	0.00112	0	78.2
78.3	0.000926	0.00121	0	78.3
78.3	0.000939	0.0013	0	78.3
78.3	0.000952	0.0014	0	78.3
78.3	0.000967	0.00149	0	78.3
78.3	0.000982	0.00159	0	78.3
78.3	0.000999	0.00168	0	78.3
78.3	0.00102	0.00178	0	78.3
78.3	0.00103	0.00188	0	78.3
78.4	0.00105	0.00199	0	78.3
78.4	0.00107	0.00209	0	78.3
78.4	0.0011	0.0022	0	78.4
78.4	0.00112	0.00231	0	78.4
78.4	0.00114	0.00242	0	78.4
78.4	0.00117	0.00253	0	78.4
78.4	0.00119	0.00265	0	78.4
78.4	0.00122	0.00276	0	78.4
78.4	0.00125	0.00288	0	78.4
78.4	0.00128	0.00301	0	78.4
78.5	0.00131	0.00313	0	78.4
78.5	0.00134	0.00326	0	78.4
78.5	0.00137	0.0034	0	78.5
78.5	0.00141	0.00353	0	78.5
78.5	0.00144	0.00367	0	78.5
78.5	0.00148	0.00382	0	78.5
78.5	0.00152	0.00396	0	78.5
78.5	0.00156	0.00412	0	78.5
78.5	0.0016	0.00427	0	78.5
78.5	0.00165	0.00443	0	78.5
78.6	0.00169	0.00459	0	78.5
78.6	0.00174	0.00476	0	78.5
78.6	0.00179	0.00493	0	78.6
78.6	0.00179	-0.00489	-1	78.6
78.6	0.00174	-0.00472	0	78.6
78.6	0.00169	-0.00455	0	78.6
78.6	0.00165	-0.00438	0	78.6
78.6	0.0016	-0.00422	0	78.6
78.6	0.00156	-0.00407	0	78.6
78.6	0.00152	-0.00392	0	78.6
78.7	0.00148	-0.00377	0	78.6
78.7	0.00145	-0.00363	0	78.6
78.7	0.00141	-0.00349	0	78.7
78.7	0.00138	-0.00335	0	78.7
78.7	0.00134	-0.00322	0	78.7
78.7	0.00131	-0.00309	0	78.7
78.7	0.00128	-0.00296	0	78.7
78.7	0.00125	-0.00283	0	78.7
78.7	0.00123	-0.00271	0	78.7
78.7	0.0012	-0.00259	0	78.7
78.8	0.00117	-0.00248	0	78.7
78.8	0.00115	-0.00236	0	78.7
78.8	0.00113	-0.00225	0	78.8
78.8	0.00111	-0.00214	0	78.8
78.8	0.00108	-0.00203	0	78.8
78.8	0.00106	-0.00193	0	78.8
78.8	0.00105	-0.00183	0	78.8
78.8	0.00103	-0.00172	0	78.8
78.8	0.00101	-0.00162	0	78.8
78.8	0.000996	-0.00153	0	78.8
78.9	0.000981	-0.00143	0	78.8
78.9	0.000967	-0.00133	0	78.8
78.9	0.000954	-0.00124	0	78.9
78.9	0.000942	-0.00115	0	78.9
78.9	0.000931	-0.00105	0	78.9
78.9	0.000921	-0.000963	0	78.9
78.9	0.000912	-0.000873	0	78.9
78.9	0.000904	-0.000784	0	78.9
78.9	0.000896	-0.000696	0	78.9
78.9	0.00089	-0.000608	0	78.9
79	0.000884	-0.000521	0	78.9
79	0.000879	-0.000434	0	78.9
79	0.000876	-0.000348	0	79
79	0.000872	-0.000263	0	79
79	0.00087	-0.000177	0	79
79	0.000869	-9.18e-05	0	79
79	0.000868	-6.6e-06	0	79
79	0.000869	7.86e-05	0	79
79	0.00087	0.000164	0	79
79	0.000872	0.000249	0	79
79.1	0.000875	0.000335	0	79
79.1	0.000879	0.000421	0	79
79.1	0.000883	0.000507	0	79.1
79.1	0.000889	0.000594	0	79.1
79.1	0.000895	0.000682	0	79.1
79.1	0.000903	0.00077	0	79.1
79.1	0.000911	0.000859	0	79.1
79.1	0.00092	0.000949	0	79.1
79.1	0.00093	0.00104	0	79.1
79.1	0.000941	0.00113	0	79.1
79.2	0.000952	0.00122	0	79.1
79.2	0.000965	0.00132	0	79.1
79.2	0.000979	0.00141	0	79.2
79.2	0.000993	0.00151	0	79.2
79.2	0.00101	0.00161	0	79.2
79.2	0.00103	0.00171	0	79.2
79.2	0.00104	0.00181	0	79.2
79.2	0.00106	0.00191	0	79.2
79.2	0.00108	0.00202	0	79.2
79.2	0.0011	0.00212	0	79.2
79.3	0.00112	0.00223	0	79.2
79.3	0.00115	0.00235	0	79.2
79.3	0.00117	0.00246	0	79.3
79.3	0.0012	0.00258	0	79.3
79.3	0.00122	0.00269	0	79.3
79.3	0.00125	0.00282	0	79.3
79.3	0.00128	0.00294	0	79.3
79.3	0.00131	0.00307	0	79.3
79.3	0.00134	0.0032	0	79.3
79.3	0.00137	0.00333	0	79.3
79.4	0.00141	0.00347	0	79.3
79.4	0.00144	0.0036	0	79.3
79.4	0.00148	0.00375	0	79.4
79.4	0.00152	0.0039	0	79.4
79.4	0.00156	0.00405	0	79.4
79.4	0.0016	0.0042	0	79.4
79.4	0.00164	0.00436	0	79.4
79.4	0.00168	0.00452	0	79.4
79.4	0.00173	0.00469	0	79.4
79.4	0.00178	0.00486	0	79.4
79.5	0.00178	-0.00496	-1	79.4
79.5	0.00173	-0.00479	0	79.4
79.5	0.00168	-0.00462	0	79.5
79.5	0.00164	-0.00446	0	79.5
79.5	0.00159	-0.0043	0	79.5
79.5	0.00155	-0.00415	0	79.5
79.5	0.00151	-0.004	0	79.5
79.5	0.00147	-0.00385	0	79.5
79.5	0.00143	-0.00371	0	79.5
79.5	0.0014	-0.00357	0	79.5
79.6	0.00136	-0.00343	0	79.5
79.6	0.00133	-0.0033	0	79.5
79.6	0.0013	-0.00317	0	79.6
79.6	0.00126	-0.00305	0	79.6
79.6	0.00123	-0.00293	0	79.6
79.6	0.00121	-0.00281	0	79.6
79.6	0.00118	-0.00269	0	79.6
79.6	0.00115	-0.00258	0	79.6
79.6	0.00113	-0.00246	0	79.6
79.6	0.0011	-0.00235	0	79.6
79.7	0.00108	-0.00225	0	79.6
79.7	0.00106	-0.00214	0	79.6
79.7	0.00104	-0.00204	0	79.7
79.7	0.00102	-0.00194	0	79.7
79.7	0.000998	-0.00184	0	79.7
79.7	0.00098	-0.00174	0	79.7
79.7	0.000964	-0.00165	0	79.7
79.7	0.000948	-0.00155	0	79.7
79.7	0.000932	-0.00146	0	79.7
79.7	0.000918	-0.00137	0	79.7
79.8	0.000905	-0.00128	0	79.7
79.8	0.000893	-0.00119	0	79.7
79.8	0.000881	-0.00111	0	79.8
79.8	0.000871	-0.00102	0	79.8
79.8	0.000861	-0.000935	0	79.8
79.8	0.000852	-0.000851	0	79.8
79.8	0.000844	-0.000768	0	79.8
79.8	0.000836	-0.000685	0	79.8
79.8	0.00083	-0.000604	0	79.8
79.8	0.000824	-0.000523	0	79.8
79.9	0.00082	-0.000442	0	79.8
79.9	0.000816	-0.000362	0	79.8
79.9	0.000812	-0.000282	0	79.9
79.9	0.00081	-0.000202	0	79.9
79.9	0.000808	-0.000123	0	79.9
79.9	0.000807	-4.38e-05	0	79.9
79.9	0.000807	3.54e-05	0	79.9
79.9	0.000808	0.000115	0	79.9
79.9	0.00081	0.000194	0	79.9
79.9	0.000812	0.000274	0	79.9
80	0.000815	0.000353	0	79.9
80	0.000819	0.000434	0	79.9
80	0.000824	0.000514	0	80
80	0.000829	0.000595	0	80
80	0.000836	0.000677	0	80
80	0.000843	0.000759	0	80
80	0.000851	0.000842	0	80
80	0.00086	0.000926	0	80
80	0.000869	0.00101	0	80
80	0.00088	0.0011	0	80
80.1	0.000891	0.00118	0	80
80.1	0.000904	0.00127	0	80
80.1	0.000917	0.00136	0	80.1
80.1	0.000931	0.00145	0	80.1
80.1	0.000946	0.00154	0	80.1
80.1	0.000962	0.00164	0	80.1
80.1	0.000979	0.00173	0	80.1
80.1	0.000996	0.00183	0	80.1
80.1	0.00102	0.00193	0	80.1
80.1	0.00104	0.00203	0	80.1
80.2	0.00106	0.00213	0	80.1
80.2	0.00108	0.00224	0	80.1
80.2	0.0011	0.00234	0	80.2
80.2	0.00112	0.00245	0	80.2
80.2	0.00115	0.00256	0	80.2
80.2	0.00118	0.00268	0	80.2
80.2	0.0012	0.00279	0	80.2
80.2	0.00123	0.00291	0	80.2
80.2	0.00126	0.00304	0	80.2
80.2	0.00129	0.00316	0	80.2
80.3	0.00132	0.00329	0	80.2
80.3	0.00136	0.00342	0	80.2
80.3	0.00139	0.00356	0	80.3
80.3	0.00143	0.00369	0	80.3
80.3	0.00147	0.00384	0	80.3
80.3	0.00151	0.00398	0	80.3
80.3	0.00155	0.00413	0	80.3
80.3	0.00159	0.00429	0	80.3
80.3	0.00163	0.00444	0	80.3
80.3	0.00168	0.00461	0	80.3
80.4	0.00172	0.00477	0	80.3
80.4	0.00177	0.00494	0	80.3
80.4	0.00177	-0.00488	-1	80.4
80.4	0.00173	-0.00471	0	80.4
80.4	0.00168	-0.00454	0	80.4
80.4	0.00163	-0.00438	0	80.4
80.4	0.00159	-0.00422	0	80.4
80.4	0.00155	-0.00407	0	80.4
80.4	0.00151	-0.00392	0	80.4
80.4	0.00147	-0.00377	0	80.4
80.5	0.00143	-0.00363	0	80.4
80.5	0.0014	-0.00349	0	80.4
80.5	0.00136	-0.00335	0	80.5
80.5	0.00133	-0.00322	0	80.5
80.5	0.0013	-0.00309	0	80.5
80.5	0.00127	-0.00297	0	80.5
80.5	0.00124	-0.00284	0	80.5
80.5	0.00121	-0.00272	0	80.5
80.5	0.00119	-0.00261	0	80.5
80.5	0.00116	-0.00249	0	80.5
80.6	0.00114	-0.00238	0	80.5
80.6	0.00111	-0.00227	0	80.5
80.6	0.00109	-0.00216	0	80.6
80.6	0.00107	-0.00205	0	80.6
80.6	0.00105	-0.00195	0	80.6
80.6	0.00103	-0.00185	0	80.6
80.6	0.00101	-0.00175	0	80.6
80.6	0.000997	-0.00165	0	80.6
80.6	0.000981	-0.00155	0	80.6
80.6	0.000966	-0.00146	0	80.6
80.7	0.000951	-0.00136	0	80.6
80.7	0.000938	-0.00127	0	80.6
80.7	0.000926	-0.00118	0	80.7
80.7	0.000915	-0.00109	0	80.7
80.7	0.000904	-0.000998	0	80.7
80.7	0.000895	-0.00091	0	80.7
80.7	0.000886	-0.000822	0	80.7
80.7	0.000878	-0.000736	0	80.7
80.7	0.000871	-0.00065	0	80.7
80.7	0.000865	-0.000565	0	80.7
80.8	0.00086	-0.00048	0	80.7
80.8	0.000856	-0.000396	0	80.7
80.8	0.000852	-0.000312	0	80.8
80.8	0.000849	-0.000229	0	80.8
80.8	0.000848	-0.000145	0	80.8
80.8	0.000847	-6.24e-05	0	80.8
80.8	0.000846	2.06e-05	0	80.8
80.8	0.000847	0.000104	0	80.8
80.8	0.000848	0.000187	0	80.8
80.8	0.000851	0.00027	0	80.8
80.9	0.000854	0.000354	0	80.8
80.9	0.000858	0.000438	0	80.8
80.9	0.000863	0.000522	0	80.9
80.9	0.000868	0.000607	0	80.9
80.9	0.000875	0.000692	0	80.9
80.9	0.000882	0.000779	0	80.9
80.9	0.00089	0.000866	0	80.9
80.9	0.000899	0.000953	0	80.9
80.9	0.000909	0.00104	0	80.9
80.9	0.00092	0.00113	0	80.9
81	0.000932	0.00122	0	80.9
81	0.000945	0.00131	0	80.9
81	0.000958	0.00141	0	81
81	0.000973	0.0015	0	81
81	0.000988	0.0016	0	81
81	0.001	0.0017	0	81
81	0.00102	0.0018	0	81
81	0.00104	0.0019	0	81
81	0.00106	0.002	0	81
81	0.00108	0.00211	0	81
81.1	0.0011	0.00221	0	81
81.1	0.00113	0.00232	0	81
81.1	0.00115	0.00243	0	81.1
81.1	0.00117	0.00255	0	81.1
81.1	0.0012	0.00266	0	81.1
81.1	0.00123	0.00278	0	81.1
81.1	0.00126	0.0029	0	81.1
81.1	0.00129	0.00303	0	81.1
81.1	0.00132	0.00316	0	81.1
81.1	0.00135	0.00329	0	81.1
81.2	0.00138	0.00342	0	81.1
81.2	0.00142	0.00356	0	81.1
81.2	0.00145	0.0037	0	81.2
81.2	0.00149	0.00384	0	81.2
81.2	0.00153	0.00399	0	81.2
81.2	0.00157	0.00414	0	81.2
81.2	0.00161	0.0043	0	81.2
81.2	0.00166	0.00446	0	81.2
81.2	0.0017	0.00462	0	81.2
81.2	0.00175	0.00479	0	81.2
81.3	0.0018	0.00497	0	81.2
81.3	0.0018	-0.00485	-1	81.2
81.3	0.00175	-0.00468	0	81.3
81.3	0.0017	-0.00451	0	81.3
81.3	0.00166	-0.00435	0	81.3
81.3	0.00162	-0.00419	0	81.3
81.3	0.00158	-0.00403	0	81.3
81.3	0.00154	-0.00388	0	81.3
81.3	0.0015	-0.00373	0	81.3
81.3	0.00146	-0.00358	0	81.3
81.4	0.00143	-0.00344	0	81.3
81.4	0.00139	-0.0033	0	81.3
81.4	0.00136	-0.00317	0	81.4
81.4	0.00133	-0.00303	0	81.4
81.4	0.0013	-0.00291	0	81.4
81.4	0.00127	-0.00278	0	81.4
81.4	0.00125	-0.00266	0	81.4
81.4	0.00122	-0.00253	0	81.4
81.4	0.00119	-0.00242	0	81.4
81.4	0.00117	-0.0023	0	81.4
81.5	0.00115	-0.00219	0	81.4
81.5	0.00113	-0.00207	0	81.4
81.5	0.00111	-0.00197	0	81.5
81.5	0.00109	-0.00186	0	81.5
81.5	0.00107	-0.00175	0	81.5
81.5	0.00105	-0.00165	0	81.5
81.5	0.00104	-0.00155	0	81.5
81.5	0.00102	-0.00144	0	81.5
81.5	0.00101	-0.00134	0	81.5
81.5	0.000995	-0.00125	0	81.5
81.6	0.000983	-0.00115	0	81.5
81.6	0.000972	-0.00105	0	81.5
81.6	0.000962	-0.000959	0	81.6
81.6	0.000953	-0.000865	0	81.6
81.6	0.000945	-0.000772	0	81.6
81.6	0.000938	-0.000679	0	81.6
81.6	0.000931	-0.000588	0	81.6
81.6	0.000926	-0.000497	0	81.6
81.6	0.000921	-0.000406	0	81.6
81.6	0.000918	-0.000316	0	81.6
81.7	0.000915	-0.000226	0	81.6
81.7	0.000913	-0.000136	0	81.6
81.7	0.000912	-4.68e-05	0	81.7
81.7	0.000912	4.27e-05	0	81.7
81.7	0.000913	0.000132	0	81.7
81.7	0.000915	0.000222	0	81.7
81.7	0.000917	0.000312	0	81.7
81.7	0.000921	0.000402	0	81.7
81.7	0.000926	0.000493	0	81.7
81.7	0.000931	0.000584	0	81.7
81.8	0.000937	0.000675	0	81.7
81.8	0.000944	0.000767	0	81.7
81.8	0.000953	0.000861	0	81.8
81.8	0.000962	0.000954	0	81.8
81.8	0.000972	0.00105	0	81.8
81.8	0.000983	0.00115	0	81.8
81.8	0.000995	0.00124	0	81.8
81.8	0.00101	0.00134	0	81.8
81.8	0.00102	0.00144	0	81.8
81.8	0.00104	0.00154	0	81.8
81.9	0.00105	0.00164	0	81.8
81.9	0.00107	0.00175	0	81.8
81.9	0.00109	0.00185	0	81.9
81.9	0.00111	0.00196	0	81.9
81.9	0.00113	0.00207	0	81.9
81.9	0.00115	0.00218	0	81.9
81.9	0.00117	0.0023	0	81.9
81.9	0.00119	0.00241	0	81.9
81.9	0.00122	0.00253	0	81.9
81.9	0.00124	0.00265	0	81.9
82	0.00127	0.00277	0	81.9
82	0.0013	0.0029	0	81.9
82	0.00133	0.00303	0	82
82	0.00136	0.00316	0	82
82	0.00139	0.0033	0	82
82	0.00143	0.00343	0	82
82	0.00146	0.00358	0	82
82	0.0015	0.00372	0	82
82	0.00154	0.00387	0	82
82	0.00157	0.00402	0	82
82.1	0.00162	0.00418	0	82
82.1	0.00166	0.00434	0	82
82.1	0.0017	0.0045	0	82.1
82.1	0.00175	0.00467	0	82.1
82.1	0.0018	0.00485	0	82.1
82.1	0.0018	-0.00498	-1	82.1
82.1	0.00175	-0.0048	0	82.1
