# RNG_SEED = 1296062363
# FITNESS = 99.9998
# 
# INPUT_SIZE     = 2
# HIDDEN_SIZE    = 5
# OUTPUT_SIZE    = 1
# ELITISM        = 0.2
# CROSSOVER_PROB = 0.4
# MUTATION_PROB  = 0.9
# MUTATION_RATE  = 0.0666667
# MUTATION_SIZE  = 5
# NUM_RUNS       = 3
# BANG_SIZE      = 1
# MAX_EVAL_TIME  = 100
# SCORE_ANG      = 0.1309
# 
# digraph brain {
#   splines=false; nodesep=1; ranksep="1.5 equally"; rankdir=LR;
#   I0 -> H0 [headlabel=0.49,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H1 [headlabel=-8.48,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H2 [headlabel=14.5,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H3 [headlabel=-17,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H4 [headlabel=-6.27,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I1 -> H0 [headlabel=-2.28,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H1 [headlabel=6.88,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H2 [headlabel=8.37,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H3 [headlabel=-2.53,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H4 [headlabel=0.911,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   H0 -> O0 [headlabel=-5.04,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   H1 -> O0 [headlabel=-3.45,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   H2 -> O0 [headlabel=-14.5,color="#2ca02c",fontcolor="#2ca02c",fontsize=10,labeldistance=3];
#   H3 -> O0 [headlabel=-0.992,color="#d62728",fontcolor="#d62728",fontsize=10,labeldistance=3];
#   H4 -> O0 [headlabel=6.63,color="#9467bd",fontcolor="#9467bd",fontsize=10,labeldistance=3];
#   { rank=same; I0 I1 }
#   { rank=same; H0 H1 H2 H3 H4 }
#   { rank=same; O0 }
# }
# t	theta	thetadot	torque	fitness
26.8	0.000829	-9.89e-05	0	26.8
26.9	0.000828	-1.76e-05	0	26.8
26.9	0.000828	6.36e-05	0	26.8
26.9	0.00083	0.000145	0	26.9
26.9	0.000831	0.000226	0	26.9
26.9	0.000834	0.000308	0	26.9
26.9	0.000838	0.00039	0	26.9
26.9	0.000842	0.000472	0	26.9
26.9	0.000847	0.000555	0	26.9
26.9	0.000853	0.000639	0	26.9
26.9	0.00086	0.000723	0	26.9
27	0.000867	0.000807	0	26.9
27	0.000876	0.000893	0	26.9
27	0.000885	0.000979	0	27
27	0.000895	0.00107	0	27
27	0.000907	0.00115	0	27
27	0.000919	0.00124	0	27
27	0.000931	0.00134	0	27
27	0.000945	0.00143	0	27
27	0.00096	0.00152	0	27
27	0.000976	0.00162	0	27
27.1	0.000992	0.00171	0	27
27.1	0.00101	0.00181	0	27
27.1	0.00103	0.00191	0	27.1
27.1	0.00105	0.00201	0	27.1
27.1	0.00107	0.00212	0	27.1
27.1	0.00109	0.00222	0	27.1
27.1	0.00111	0.00233	0	27.1
27.1	0.00114	0.00244	0	27.1
27.1	0.00116	0.00255	0	27.1
27.1	0.00119	0.00267	0	27.1
27.2	0.00122	0.00279	0	27.1
27.2	0.00124	0.00291	0	27.1
27.2	0.00127	0.00303	0	27.2
27.2	0.0013	0.00316	0	27.2
27.2	0.00134	0.00329	0	27.2
27.2	0.00137	0.00342	0	27.2
27.2	0.00141	0.00356	0	27.2
27.2	0.00144	0.00369	0	27.2
27.2	0.00148	0.00384	0	27.2
27.2	0.00152	0.00399	0	27.2
27.3	0.00156	0.00414	0	27.2
27.3	0.0016	0.00429	0	27.2
27.3	0.00164	0.00445	0	27.3
27.3	0.00169	0.00461	0	27.3
27.3	0.00174	0.00478	0	27.3
27.3	0.00179	0.00495	0	27.3
27.3	0.00179	-0.00487	-1	27.3
27.3	0.00174	-0.0047	0	27.3
27.3	0.00169	-0.00453	0	27.3
27.3	0.00165	-0.00436	0	27.3
27.4	0.0016	-0.0042	0	27.3
27.4	0.00156	-0.00405	0	27.3
27.4	0.00152	-0.0039	0	27.4
27.4	0.00149	-0.00375	0	27.4
27.4	0.00145	-0.00361	0	27.4
27.4	0.00141	-0.00347	0	27.4
27.4	0.00138	-0.00333	0	27.4
27.4	0.00135	-0.0032	0	27.4
27.4	0.00132	-0.00307	0	27.4
27.4	0.00129	-0.00294	0	27.4
27.5	0.00126	-0.00281	0	27.4
27.5	0.00123	-0.00269	0	27.4
27.5	0.0012	-0.00257	0	27.5
27.5	0.00118	-0.00245	0	27.5
27.5	0.00115	-0.00234	0	27.5
27.5	0.00113	-0.00223	0	27.5
27.5	0.00111	-0.00212	0	27.5
27.5	0.00109	-0.00201	0	27.5
27.5	0.00107	-0.0019	0	27.5
27.5	0.00105	-0.0018	0	27.5
27.6	0.00103	-0.0017	0	27.5
27.6	0.00102	-0.0016	0	27.5
27.6	0.001	-0.0015	0	27.6
27.6	0.000986	-0.0014	0	27.6
27.6	0.000973	-0.00131	0	27.6
27.6	0.00096	-0.00121	0	27.6
27.6	0.000949	-0.00112	0	27.6
27.6	0.000938	-0.00102	0	27.6
27.6	0.000928	-0.000933	0	27.6
27.6	0.000919	-0.000843	0	27.6
27.7	0.000911	-0.000753	0	27.6
27.7	0.000904	-0.000664	0	27.6
27.7	0.000898	-0.000575	0	27.7
27.7	0.000893	-0.000488	0	27.7
27.7	0.000888	-0.0004	0	27.7
27.7	0.000885	-0.000313	0	27.7
27.7	0.000882	-0.000227	0	27.7
27.7	0.00088	-0.00014	0	27.7
27.7	0.000879	-5.38e-05	0	27.7
27.7	0.000879	3.24e-05	0	27.7
27.8	0.00088	0.000119	0	27.7
27.8	0.000882	0.000205	0	27.7
27.8	0.000884	0.000292	0	27.8
27.8	0.000887	0.000379	0	27.8
27.8	0.000892	0.000466	0	27.8
27.8	0.000897	0.000554	0	27.8
27.8	0.000903	0.000642	0	27.8
27.8	0.00091	0.000731	0	27.8
27.8	0.000917	0.00082	0	27.8
27.8	0.000926	0.000911	0	27.8
27.9	0.000936	0.001	0	27.8
27.9	0.000946	0.00109	0	27.8
27.9	0.000957	0.00119	0	27.9
27.9	0.00097	0.00128	0	27.9
27.9	0.000983	0.00138	0	27.9
27.9	0.000997	0.00148	0	27.9
27.9	0.00101	0.00157	0	27.9
27.9	0.00103	0.00167	0	27.9
27.9	0.00105	0.00178	0	27.9
27.9	0.00106	0.00188	0	27.9
28	0.00108	0.00198	0	27.9
28	0.0011	0.00209	0	27.9
28	0.00113	0.0022	0	28
28	0.00115	0.00231	0	28
28	0.00117	0.00243	0	28
28	0.0012	0.00254	0	28
28	0.00122	0.00266	0	28
28	0.00125	0.00278	0	28
28	0.00128	0.00291	0	28
28	0.00131	0.00303	0	28
28.1	0.00134	0.00316	0	28
28.1	0.00137	0.0033	0	28
28.1	0.0014	0.00343	0	28.1
28.1	0.00144	0.00357	0	28.1
28.1	0.00148	0.00371	0	28.1
28.1	0.00151	0.00386	0	28.1
28.1	0.00155	0.00401	0	28.1
28.1	0.00159	0.00417	0	28.1
28.1	0.00164	0.00432	0	28.1
28.1	0.00168	0.00449	0	28.1
28.2	0.00173	0.00465	0	28.1
28.2	0.00177	0.00483	0	28.1
28.2	0.00177	-0.005	-1	28.2
28.2	0.00172	-0.00483	0	28.2
28.2	0.00168	-0.00466	0	28.2
28.2	0.00163	-0.0045	0	28.2
28.2	0.00159	-0.00434	0	28.2
28.2	0.00154	-0.00419	0	28.2
28.2	0.0015	-0.00404	0	28.2
28.2	0.00146	-0.00389	0	28.2
28.3	0.00142	-0.00375	0	28.2
28.3	0.00139	-0.00361	0	28.2
28.3	0.00135	-0.00348	0	28.3
28.3	0.00132	-0.00335	0	28.3
28.3	0.00129	-0.00322	0	28.3
28.3	0.00125	-0.00309	0	28.3
28.3	0.00122	-0.00297	0	28.3
28.3	0.00119	-0.00285	0	28.3
28.3	0.00117	-0.00274	0	28.3
28.3	0.00114	-0.00263	0	28.3
28.4	0.00111	-0.00252	0	28.3
28.4	0.00109	-0.00241	0	28.3
28.4	0.00107	-0.0023	0	28.4
28.4	0.00104	-0.0022	0	28.4
28.4	0.00102	-0.0021	0	28.4
28.4	0.001	-0.002	0	28.4
28.4	0.000982	-0.0019	0	28.4
28.4	0.000964	-0.0018	0	28.4
28.4	0.000946	-0.00171	0	28.4
28.4	0.000929	-0.00162	0	28.4
28.5	0.000914	-0.00153	0	28.4
28.5	0.000899	-0.00144	0	28.4
28.5	0.000885	-0.00135	0	28.5
28.5	0.000872	-0.00127	0	28.5
28.5	0.00086	-0.00118	0	28.5
28.5	0.000848	-0.0011	0	28.5
28.5	0.000838	-0.00101	0	28.5
28.5	0.000828	-0.000933	0	28.5
28.5	0.000819	-0.000852	0	28.5
28.5	0.000811	-0.000772	0	28.5
28.6	0.000803	-0.000693	0	28.5
28.6	0.000797	-0.000615	0	28.5
28.6	0.000791	-0.000537	0	28.6
28.6	0.000786	-0.000459	0	28.6
28.6	0.000782	-0.000383	0	28.6
28.6	0.000779	-0.000306	0	28.6
28.6	0.000776	-0.00023	0	28.6
28.6	0.000774	-0.000154	0	28.6
28.6	0.000773	-7.79e-05	0	28.6
28.6	0.000772	-2.1e-06	0	28.6
28.7	0.000773	7.37e-05	0	28.6
28.7	0.000774	0.00015	0	28.6
28.7	0.000776	0.000226	0	28.7
28.7	0.000778	0.000302	0	28.7
28.7	0.000782	0.000378	0	28.7
28.7	0.000786	0.000455	0	28.7
28.7	0.000791	0.000533	0	28.7
28.7	0.000797	0.00061	0	28.7
28.7	0.000803	0.000689	0	28.7
28.7	0.00081	0.000768	0	28.7
28.8	0.000818	0.000848	0	28.7
28.8	0.000827	0.000929	0	28.7
28.8	0.000837	0.00101	0	28.8
28.8	0.000848	0.00109	0	28.8
28.8	0.000859	0.00118	0	28.8
28.8	0.000871	0.00126	0	28.8
28.8	0.000884	0.00135	0	28.8
28.8	0.000898	0.00143	0	28.8
28.8	0.000913	0.00152	0	28.8
28.8	0.000929	0.00161	0	28.8
28.9	0.000945	0.00171	0	28.8
28.9	0.000963	0.0018	0	28.8
28.9	0.000981	0.00189	0	28.9
28.9	0.001	0.00199	0	28.9
28.9	0.00102	0.00209	0	28.9
28.9	0.00104	0.00219	0	28.9
28.9	0.00106	0.0023	0	28.9
28.9	0.00109	0.0024	0	28.9
28.9	0.00111	0.00251	0	28.9
28.9	0.00114	0.00262	0	28.9
29	0.00117	0.00273	0	28.9
29	0.00119	0.00285	0	28.9
29	0.00122	0.00297	0	29
29	0.00125	0.00309	0	29
29	0.00128	0.00321	0	29
29	0.00132	0.00334	0	29
29	0.00135	0.00347	0	29
29	0.00139	0.00361	0	29
29	0.00142	0.00374	0	29
29	0.00146	0.00388	0	29
29.1	0.0015	0.00403	0	29
29.1	0.00154	0.00418	0	29
29.1	0.00158	0.00433	0	29.1
29.1	0.00163	0.00449	0	29.1
29.1	0.00167	0.00465	0	29.1
29.1	0.00172	0.00482	0	29.1
29.1	0.00177	0.00499	0	29.1
29.1	0.00177	-0.00484	-1	29.1
29.1	0.00172	-0.00466	0	29.1
29.1	0.00168	-0.0045	0	29.1
29.2	0.00163	-0.00434	0	29.1
29.2	0.00159	-0.00418	0	29.1
29.2	0.00155	-0.00402	0	29.2
29.2	0.00151	-0.00387	0	29.2
29.2	0.00147	-0.00373	0	29.2
29.2	0.00144	-0.00358	0	29.2
29.2	0.0014	-0.00344	0	29.2
29.2	0.00137	-0.00331	0	29.2
29.2	0.00133	-0.00318	0	29.2
29.2	0.0013	-0.00305	0	29.2
29.3	0.00127	-0.00292	0	29.2
29.3	0.00125	-0.0028	0	29.2
29.3	0.00122	-0.00268	0	29.3
29.3	0.00119	-0.00256	0	29.3
29.3	0.00117	-0.00244	0	29.3
29.3	0.00114	-0.00233	0	29.3
29.3	0.00112	-0.00222	0	29.3
29.3	0.0011	-0.00211	0	29.3
29.3	0.00108	-0.002	0	29.3
29.3	0.00106	-0.0019	0	29.3
29.4	0.00104	-0.0018	0	29.3
29.4	0.00102	-0.00169	0	29.3
29.4	0.00101	-0.00159	0	29.4
29.4	0.000991	-0.0015	0	29.4
29.4	0.000976	-0.0014	0	29.4
29.4	0.000963	-0.00131	0	29.4
29.4	0.00095	-0.00121	0	29.4
29.4	0.000938	-0.00112	0	29.4
29.4	0.000928	-0.00103	0	29.4
29.4	0.000918	-0.000937	0	29.4
29.5	0.000909	-0.000847	0	29.4
29.5	0.000901	-0.000758	0	29.4
29.5	0.000894	-0.00067	0	29.5
29.5	0.000887	-0.000583	0	29.5
29.5	0.000882	-0.000496	0	29.5
29.5	0.000878	-0.00041	0	29.5
29.5	0.000874	-0.000324	0	29.5
29.5	0.000871	-0.000238	0	29.5
29.5	0.000869	-0.000153	0	29.5
29.5	0.000868	-6.78e-05	0	29.5
29.6	0.000868	1.74e-05	0	29.5
29.6	0.000868	0.000103	0	29.5
29.6	0.00087	0.000188	0	29.6
29.6	0.000872	0.000273	0	29.6
29.6	0.000875	0.000359	0	29.6
29.6	0.000879	0.000445	0	29.6
29.6	0.000884	0.000531	0	29.6
29.6	0.00089	0.000618	0	29.6
29.6	0.000897	0.000706	0	29.6
29.6	0.000904	0.000794	0	29.6
29.7	0.000912	0.000883	0	29.6
29.7	0.000922	0.000973	0	29.6
29.7	0.000932	0.00106	0	29.7
29.7	0.000943	0.00116	0	29.7
29.7	0.000955	0.00125	0	29.7
29.7	0.000968	0.00134	0	29.7
29.7	0.000982	0.00144	0	29.7
29.7	0.000997	0.00154	0	29.7
29.7	0.00101	0.00163	0	29.7
29.7	0.00103	0.00174	0	29.7
29.8	0.00105	0.00184	0	29.7
29.8	0.00107	0.00194	0	29.7
29.8	0.00109	0.00205	0	29.8
29.8	0.00111	0.00215	0	29.8
29.8	0.00113	0.00226	0	29.8
29.8	0.00115	0.00238	0	29.8
29.8	0.00118	0.00249	0	29.8
29.8	0.0012	0.00261	0	29.8
29.8	0.00123	0.00273	0	29.8
29.8	0.00126	0.00285	0	29.8
29.9	0.00129	0.00297	0	29.8
29.9	0.00132	0.0031	0	29.8
29.9	0.00135	0.00323	0	29.9
29.9	0.00138	0.00336	0	29.9
29.9	0.00142	0.0035	0	29.9
29.9	0.00145	0.00364	0	29.9
29.9	0.00149	0.00379	0	29.9
29.9	0.00153	0.00393	0	29.9
29.9	0.00157	0.00409	0	29.9
29.9	0.00161	0.00424	0	29.9
30	0.00165	0.0044	0	29.9
30	0.0017	0.00457	0	29.9
30	0.00174	0.00473	0	30
30	0.00179	0.00491	0	30
30	0.00179	-0.00492	-1	30
30	0.00174	-0.00474	0	30
30	0.0017	-0.00457	0	30
30	0.00165	-0.00441	0	30
30	0.00161	-0.00425	0	30
30	0.00157	-0.00409	0	30
30.1	0.00153	-0.00394	0	30
30.1	0.00149	-0.00379	0	30
30.1	0.00145	-0.00365	0	30.1
30.1	0.00141	-0.00351	0	30.1
30.1	0.00138	-0.00337	0	30.1
30.1	0.00135	-0.00324	0	30.1
30.1	0.00132	-0.00311	0	30.1
30.1	0.00128	-0.00298	0	30.1
30.1	0.00126	-0.00286	0	30.1
30.1	0.00123	-0.00274	0	30.1
30.2	0.0012	-0.00262	0	30.1
30.2	0.00118	-0.0025	0	30.1
30.2	0.00115	-0.00239	0	30.2
30.2	0.00113	-0.00227	0	30.2
30.2	0.00111	-0.00216	0	30.2
30.2	0.00108	-0.00206	0	30.2
30.2	0.00106	-0.00195	0	30.2
30.2	0.00105	-0.00185	0	30.2
30.2	0.00103	-0.00175	0	30.2
30.2	0.00101	-0.00165	0	30.2
30.3	0.000994	-0.00155	0	30.2
30.3	0.000979	-0.00145	0	30.2
30.3	0.000965	-0.00136	0	30.3
30.3	0.000952	-0.00126	0	30.3
30.3	0.00094	-0.00117	0	30.3
30.3	0.000929	-0.00108	0	30.3
30.3	0.000918	-0.000987	0	30.3
30.3	0.000909	-0.000897	0	30.3
30.3	0.0009	-0.000809	0	30.3
30.3	0.000893	-0.000721	0	30.3
30.4	0.000886	-0.000634	0	30.3
30.4	0.00088	-0.000547	0	30.3
30.4	0.000875	-0.000461	0	30.4
30.4	0.000871	-0.000375	0	30.4
30.4	0.000868	-0.00029	0	30.4
30.4	0.000865	-0.000205	0	30.4
30.4	0.000863	-0.00012	0	30.4
30.4	0.000863	-3.55e-05	0	30.4
30.4	0.000863	4.91e-05	0	30.4
30.4	0.000864	0.000134	0	30.4
30.5	0.000865	0.000219	0	30.4
30.5	0.000868	0.000304	0	30.4
30.5	0.000871	0.000389	0	30.5
30.5	0.000876	0.000475	0	30.5
30.5	0.000881	0.000561	0	30.5
30.5	0.000887	0.000647	0	30.5
30.5	0.000894	0.000735	0	30.5
30.5	0.000902	0.000823	0	30.5
30.5	0.00091	0.000912	0	30.5
30.5	0.00092	0.001	0	30.5
30.6	0.00093	0.00109	0	30.5
30.6	0.000942	0.00118	0	30.5
30.6	0.000954	0.00128	0	30.6
30.6	0.000967	0.00137	0	30.6
30.6	0.000982	0.00147	0	30.6
30.6	0.000997	0.00156	0	30.6
30.6	0.00101	0.00166	0	30.6
30.6	0.00103	0.00176	0	30.6
30.6	0.00105	0.00186	0	30.6
30.6	0.00107	0.00197	0	30.6
30.7	0.00109	0.00207	0	30.6
30.7	0.00111	0.00218	0	30.6
30.7	0.00113	0.00229	0	30.7
30.7	0.00115	0.0024	0	30.7
30.7	0.00118	0.00252	0	30.7
30.7	0.0012	0.00264	0	30.7
30.7	0.00123	0.00275	0	30.7
30.7	0.00126	0.00288	0	30.7
30.7	0.00129	0.003	0	30.7
30.7	0.00132	0.00313	0	30.7
30.8	0.00135	0.00326	0	30.7
30.8	0.00139	0.0034	0	30.7
30.8	0.00142	0.00353	0	30.8
30.8	0.00146	0.00367	0	30.8
30.8	0.00149	0.00382	0	30.8
30.8	0.00153	0.00397	0	30.8
30.8	0.00157	0.00412	0	30.8
30.8	0.00161	0.00428	0	30.8
30.8	0.00166	0.00444	0	30.8
30.8	0.0017	0.0046	0	30.8
30.9	0.00175	0.00477	0	30.8
30.9	0.0018	0.00494	0	30.8
30.9	0.0018	-0.00488	-1	30.9
30.9	0.00175	-0.0047	0	30.9
30.9	0.00171	-0.00453	0	30.9
30.9	0.00166	-0.00437	0	30.9
30.9	0.00162	-0.00421	0	30.9
30.9	0.00158	-0.00405	0	30.9
30.9	0.00154	-0.0039	0	30.9
30.9	0.0015	-0.00375	0	30.9
31	0.00146	-0.00361	0	30.9
31	0.00143	-0.00346	0	30.9
31	0.00139	-0.00333	0	31
31	0.00136	-0.00319	0	31
31	0.00133	-0.00306	0	31
31	0.0013	-0.00293	0	31
31	0.00127	-0.0028	0	31
31	0.00124	-0.00268	0	31
31	0.00122	-0.00256	0	31
31	0.00119	-0.00244	0	31
31.1	0.00117	-0.00233	0	31
31.1	0.00114	-0.00221	0	31
31.1	0.00112	-0.0021	0	31.1
31.1	0.0011	-0.00199	0	31.1
31.1	0.00108	-0.00189	0	31.1
31.1	0.00107	-0.00178	0	31.1
31.1	0.00105	-0.00168	0	31.1
31.1	0.00103	-0.00157	0	31.1
31.1	0.00102	-0.00147	0	31.1
31.1	0.001	-0.00137	0	31.1
31.2	0.000989	-0.00128	0	31.1
31.2	0.000977	-0.00118	0	31.1
31.2	0.000965	-0.00109	0	31.2
31.2	0.000955	-0.000991	0	31.2
31.2	0.000945	-0.000898	0	31.2
31.2	0.000937	-0.000806	0	31.2
31.2	0.000929	-0.000714	0	31.2
31.2	0.000923	-0.000623	0	31.2
31.2	0.000917	-0.000533	0	31.2
31.2	0.000912	-0.000444	0	31.2
31.3	0.000908	-0.000354	0	31.2
31.3	0.000905	-0.000265	0	31.2
31.3	0.000903	-0.000177	0	31.3
31.3	0.000901	-8.83e-05	0	31.3
31.3	0.000901	1.24e-07	0	31.3
31.3	0.000901	8.85e-05	0	31.3
31.3	0.000903	0.000177	0	31.3
31.3	0.000905	0.000266	0	31.3
31.3	0.000908	0.000355	0	31.3
31.3	0.000912	0.000444	0	31.3
31.4	0.000917	0.000533	0	31.3
31.4	0.000923	0.000624	0	31.3
31.4	0.000929	0.000715	0	31.4
31.4	0.000937	0.000806	0	31.4
31.4	0.000945	0.000898	0	31.4
31.4	0.000955	0.000992	0	31.4
31.4	0.000965	0.00109	0	31.4
31.4	0.000977	0.00118	0	31.4
31.4	0.000989	0.00128	0	31.4
31.4	0.001	0.00137	0	31.4
31.5	0.00102	0.00147	0	31.4
31.5	0.00103	0.00157	0	31.4
31.5	0.00105	0.00168	0	31.5
31.5	0.00107	0.00178	0	31.5
31.5	0.00108	0.00189	0	31.5
31.5	0.0011	0.00199	0	31.5
31.5	0.00112	0.0021	0	31.5
31.5	0.00114	0.00221	0	31.5
31.5	0.00117	0.00233	0	31.5
31.5	0.00119	0.00244	0	31.5
31.6	0.00122	0.00256	0	31.5
31.6	0.00124	0.00268	0	31.5
31.6	0.00127	0.0028	0	31.6
31.6	0.0013	0.00293	0	31.6
31.6	0.00133	0.00306	0	31.6
31.6	0.00136	0.00319	0	31.6
31.6	0.00139	0.00333	0	31.6
31.6	0.00143	0.00346	0	31.6
31.6	0.00146	0.00361	0	31.6
31.6	0.0015	0.00375	0	31.6
31.7	0.00154	0.0039	0	31.6
31.7	0.00158	0.00405	0	31.6
31.7	0.00162	0.00421	0	31.7
31.7	0.00166	0.00437	0	31.7
31.7	0.00171	0.00454	0	31.7
31.7	0.00175	0.0047	0	31.7
31.7	0.0018	0.00488	0	31.7
31.7	0.0018	-0.00494	-1	31.7
31.7	0.00175	-0.00477	0	31.7
31.7	0.0017	-0.0046	0	31.7
31.8	0.00166	-0.00444	0	31.7
31.8	0.00161	-0.00427	0	31.7
31.8	0.00157	-0.00412	0	31.8
31.8	0.00153	-0.00397	0	31.8
31.8	0.00149	-0.00382	0	31.8
31.8	0.00146	-0.00367	0	31.8
31.8	0.00142	-0.00353	0	31.8
31.8	0.00139	-0.00339	0	31.8
31.8	0.00135	-0.00326	0	31.8
31.8	0.00132	-0.00313	0	31.8
31.9	0.00129	-0.003	0	31.8
31.9	0.00126	-0.00288	0	31.8
31.9	0.00123	-0.00275	0	31.9
31.9	0.00121	-0.00263	0	31.9
31.9	0.00118	-0.00252	0	31.9
31.9	0.00115	-0.0024	0	31.9
31.9	0.00113	-0.00229	0	31.9
31.9	0.00111	-0.00218	0	31.9
31.9	0.00109	-0.00207	0	31.9
31.9	0.00107	-0.00197	0	31.9
32	0.00105	-0.00186	0	31.9
32	0.00103	-0.00176	0	31.9
32	0.00101	-0.00166	0	32
32	0.000997	-0.00156	0	32
32	0.000982	-0.00147	0	32
32	0.000968	-0.00137	0	32
32	0.000954	-0.00128	0	32
32	0.000942	-0.00118	0	32
32	0.000931	-0.00109	0	32
32	0.00092	-0.001	0	32
32.1	0.000911	-0.00091	0	32
32.1	0.000902	-0.000822	0	32
32.1	0.000894	-0.000733	0	32.1
32.1	0.000887	-0.000646	0	32.1
32.1	0.000881	-0.000559	0	32.1
32.1	0.000876	-0.000473	0	32.1
32.1	0.000872	-0.000387	0	32.1
32.1	0.000869	-0.000302	0	32.1
32.1	0.000866	-0.000217	0	32.1
32.1	0.000864	-0.000132	0	32.1
32.2	0.000863	-4.73e-05	0	32.1
32.2	0.000863	3.74e-05	0	32.1
32.2	0.000864	0.000122	0	32.2
32.2	0.000866	0.000207	0	32.2
32.2	0.000868	0.000292	0	32.2
32.2	0.000872	0.000377	0	32.2
32.2	0.000876	0.000463	0	32.2
32.2	0.000881	0.000549	0	32.2
32.2	0.000887	0.000636	0	32.2
32.2	0.000894	0.000723	0	32.2
32.3	0.000901	0.000811	0	32.2
32.3	0.00091	0.0009	0	32.2
32.3	0.000919	0.00099	0	32.3
32.3	0.00093	0.00108	0	32.3
32.3	0.000941	0.00117	0	32.3
32.3	0.000953	0.00127	0	32.3
32.3	0.000966	0.00136	0	32.3
32.3	0.00098	0.00145	0	32.3
32.3	0.000995	0.00155	0	32.3
32.3	0.00101	0.00165	0	32.3
32.4	0.00103	0.00175	0	32.3
32.4	0.00105	0.00185	0	32.3
32.4	0.00107	0.00196	0	32.4
32.4	0.00109	0.00206	0	32.4
32.4	0.00111	0.00217	0	32.4
32.4	0.00113	0.00228	0	32.4
32.4	0.00115	0.00239	0	32.4
32.4	0.00118	0.0025	0	32.4
32.4	0.0012	0.00262	0	32.4
32.4	0.00123	0.00274	0	32.4
32.5	0.00126	0.00286	0	32.4
32.5	0.00129	0.00299	0	32.4
32.5	0.00132	0.00311	0	32.5
32.5	0.00135	0.00324	0	32.5
32.5	0.00138	0.00338	0	32.5
32.5	0.00142	0.00352	0	32.5
32.5	0.00145	0.00366	0	32.5
32.5	0.00149	0.0038	0	32.5
32.5	0.00153	0.00395	0	32.5
32.5	0.00157	0.0041	0	32.5
32.6	0.00161	0.00426	0	32.5
32.6	0.00165	0.00442	0	32.5
32.6	0.0017	0.00458	0	32.6
32.6	0.00174	0.00475	0	32.6
32.6	0.00179	0.00492	0	32.6
32.6	0.00179	-0.0049	-1	32.6
32.6	0.00175	-0.00473	0	32.6
32.6	0.0017	-0.00456	0	32.6
32.6	0.00165	-0.00439	0	32.6
32.6	0.00161	-0.00423	0	32.6
32.7	0.00157	-0.00408	0	32.6
32.7	0.00153	-0.00392	0	32.6
32.7	0.00149	-0.00378	0	32.7
32.7	0.00145	-0.00363	0	32.7
32.7	0.00142	-0.00349	0	32.7
32.7	0.00138	-0.00335	0	32.7
32.7	0.00135	-0.00322	0	32.7
32.7	0.00132	-0.00309	0	32.7
32.7	0.00129	-0.00296	0	32.7
32.7	0.00126	-0.00284	0	32.7
32.8	0.00123	-0.00271	0	32.7
32.8	0.00121	-0.00259	0	32.7
32.8	0.00118	-0.00248	0	32.8
32.8	0.00116	-0.00236	0	32.8
32.8	0.00113	-0.00225	0	32.8
32.8	0.00111	-0.00214	0	32.8
32.8	0.00109	-0.00203	0	32.8
32.8	0.00107	-0.00193	0	32.8
32.8	0.00105	-0.00182	0	32.8
32.8	0.00103	-0.00172	0	32.8
32.9	0.00102	-0.00162	0	32.8
32.9	0.001	-0.00152	0	32.8
32.9	0.000987	-0.00142	0	32.9
32.9	0.000974	-0.00133	0	32.9
32.9	0.000961	-0.00123	0	32.9
32.9	0.000949	-0.00114	0	32.9
32.9	0.000938	-0.00104	0	32.9
32.9	0.000928	-0.000953	0	32.9
32.9	0.000919	-0.000862	0	32.9
32.9	0.000911	-0.000773	0	32.9
33	0.000904	-0.000684	0	32.9
33	0.000897	-0.000595	0	32.9
33	0.000892	-0.000508	0	33
33	0.000887	-0.00042	0	33
33	0.000883	-0.000333	0	33
33	0.00088	-0.000247	0	33
33	0.000878	-0.000161	0	33
33	0.000877	-7.46e-05	0	33
33	0.000877	1.14e-05	0	33
33	0.000877	9.75e-05	0	33
33.1	0.000879	0.000184	0	33
33.1	0.000881	0.00027	0	33
33.1	0.000884	0.000357	0	33.1
33.1	0.000888	0.000443	0	33.1
33.1	0.000893	0.000531	0	33.1
33.1	0.000899	0.000619	0	33.1
33.1	0.000906	0.000707	0	33.1
33.1	0.000913	0.000796	0	33.1
33.1	0.000921	0.000886	0	33.1
33.1	0.000931	0.000977	0	33.1
33.2	0.000941	0.00107	0	33.1
33.2	0.000952	0.00116	0	33.1
33.2	0.000964	0.00126	0	33.2
33.2	0.000977	0.00135	0	33.2
